oa21cd,oa_median_priceper,oa_mean_priceper,oa_avg_price,transaction_count,postcode_count,source_file_count
E00009091,3892.35164264381,4069.200748326205,414581.6666666667,30,3,1
E00009092,3104.3956043956,3998.3787252437874,511933.3333333333,15,4,1
E00009093,3114.2241379310353,3720.5094153865475,579625.0,32,2,1
E00009094,2492.06349206349,2792.393591543593,176419.8,25,4,1
E00009095,8163.26530612245,7241.821690909114,438423.8656716418,67,4,1
E00009096,6100.0,5251.4200074345545,487800.3521126761,71,5,1
E00009097,1494.0448697478,1735.6081460394055,189094.03846153847,26,4,1
E00009098,2153.518123667375,2279.4291444774103,175340.46875,32,5,1
E00009099,2198.32059628267,3634.461465628312,357753.81355932204,59,5,1
E00009100,2089.55223880597,2663.6247646365505,138857.14285714287,7,1,1
E00009101,2717.7398989899,4159.897979217139,292924.88095238095,42,3,1
E00009102,2500.0,3239.6782391201505,214653.27586206896,29,3,1
E00009103,2546.826695762865,3091.0476100717096,187029.8355263158,152,5,1
E00009104,2586.428501952285,2628.794083751066,161198.25,20,4,1
E00009105,2711.32595262616,2597.8619546047985,165213.57142857142,14,2,1
E00009106,4201.594584383065,4177.443760504491,225317.10975609755,82,5,1
E00009107,3093.112302237575,3471.6271033548305,236555.88235294117,34,4,1
E00009109,1874.50980392157,2020.316291188132,170527.5,18,3,1
E00009110,2681.15942028986,3167.416923894446,235890.48387096773,31,4,1
E00009112,4122.80701754386,5866.097238577746,341672.54545454547,55,3,1
E00009113,3200.0566106988,4033.61563114298,286788.06666666665,120,2,1
E00009114,4907.944877702945,5311.579399485897,447001.1642857143,140,5,1
E00009115,4644.8087431694,4704.166555644367,482871.2,135,9,1
E00009116,2580.64516129032,3529.4469078890475,284561.45070422534,71,4,1
E00009117,4649.35064935065,5028.919966776817,581531.7786259542,131,7,1
E00009118,4357.75057065781,5284.299221395058,574557.0196078431,153,5,1
E00009119,4690.77945104754,4690.122357227549,480716.8333333333,84,3,1
E00009120,5194.18187744459,5498.266085730509,334489.9818181818,110,8,1
E00009121,5107.29613733906,5505.426745584556,606213.6593406594,91,4,1
E00009122,4179.10447761194,4654.942389129338,350195.63157894736,95,7,1
E00009123,5093.4661076170505,5357.949864998841,416690.6160714286,112,6,1
E00009124,4042.105263157895,4525.790583600702,470333.0,42,6,1
E00009126,3751.91424196018,4421.16645671011,369640.6,65,5,1
E00009127,3259.89172026378,3636.1205044190606,358237.8611111111,36,2,1
E00009128,5172.41379310345,5352.377299875838,363657.7931034483,145,2,1
E00009129,4010.98901098901,5065.078010656932,504931.6055045872,109,4,1
E00009130,3774.60231868428,4296.894851504073,307376.1904761905,21,1,1
E00009131,3484.2595709234347,4398.582787158023,458219.5,112,6,1
E00009132,4430.37974683544,5060.39669828446,351720.5090909091,55,7,1
E00009133,3830.18867924528,4824.207698662918,516158.01941747573,103,3,1
E00009134,3875.0,4823.796291399881,446513.80373831774,107,3,1
E00009135,4127.90697674419,5072.938522251114,375397.2696629214,89,2,1
E00009136,4600.031347739045,4248.451522190472,247348.0357142857,56,5,1
E00009137,3683.97691966267,4244.929651131002,259392.1052631579,57,3,1
E00009138,4421.05263157895,5495.772704550459,534640.0909090909,121,2,1
E00009140,2999.68424376381,4346.8077132011695,411384.95604395604,91,3,1
E00009141,3945.96428245388,4632.755338290149,277389.1478873239,142,3,1
E00009142,3720.07200720072,4651.4498487679775,339126.0106382979,94,5,1
E00009143,4480.286738351249,5232.430079432881,372355.4846938776,196,11,1
E00009144,4384.61538461538,5268.713830363308,454803.1958041958,143,11,1
E00009145,3947.36842105263,4454.193510019144,318728.64,25,4,1
E00009146,6432.005494505495,6509.78797704837,628687.3974358974,78,6,1
E00009147,5637.594611899015,5893.584903700149,671141.2674418605,86,5,1
E00009148,3004.002906976745,4226.124554088798,264985.02777777775,108,5,1
E00009149,6400.882631329865,6054.9604008631295,451601.39285714284,28,4,1
E00009151,2195.94594594595,4009.340861054222,291500.0,5,2,1
E00009152,4955.357142857145,5665.485352307626,400821.64666666667,150,4,1
E00009153,3800.1509299393747,4787.786328273838,531114.1547619047,84,4,1
E00009154,3559.32203389831,4438.403956227255,380711.8181818182,33,4,1
E00009155,2976.04513503515,3920.2214721169385,273061.8854166667,96,4,1
E00009156,3241.70124481328,4274.832430542951,325066.42731277534,227,6,1
E00009157,3561.1558253067697,4649.833126035304,445009.1379310345,116,3,1
E00009158,3955.307262569835,4767.787002935126,332505.47794117645,136,3,1
E00009159,6839.970797801745,6096.397233326143,458935.4591836735,98,5,1
E00009160,3383.33333333333,4228.829343532879,324274.2405063291,79,4,1
E00009161,3817.057902973395,4431.973330942745,290358.67741935485,62,3,1
E00009162,4825.23300970874,5408.3191897112665,473727.3103448276,87,2,1
E00009164,5654.7619047619,8236.991346204237,432717.5702479339,121,4,1
E00009165,4780.214608433735,5413.575317790814,321348.625,40,3,1
E00009167,3297.00251632209,3927.337084297952,293129.54545454547,22,3,1
E00009168,6363.42210699976,5993.004985726888,377329.35294117645,17,2,1
E00009169,3731.43707943383,4848.083686490961,483074.8620689655,116,2,1
E00009170,3117.7061185920147,3798.876506136641,255438.17307692306,52,4,1
E00009171,3587.14285714286,4703.67045987849,430976.5263157895,57,2,1
E00009172,3388.073394495415,4680.368432947105,272423.20408163266,98,4,1
E00009173,4780.92471556524,5195.921013560298,519081.4647887324,71,4,1
E00009174,3147.25857213848,3482.686971988791,212074.15094339623,53,4,1
E00009175,4369.0349274038,5169.264079863632,404433.37362637365,182,7,1
E00009176,4136.54341038963,5009.923825305625,420557.6304347826,46,3,1
E00009177,4381.27805086557,4933.594018175538,391464.37762237765,143,4,1
E00009178,2981.25,3641.613850141397,191838.08465608465,189,4,1
E00009179,2622.22222222222,3222.437132937017,225026.08695652173,23,4,1
E00009180,3158.219285726425,4606.137496239521,438910.53571428574,28,2,1
E00009181,3733.33333333333,3932.3279052007524,267120.6551724138,29,3,1
E00009182,3897.05882352941,4770.693607423882,317909.53846153844,39,4,1
E00009183,5726.971772519721,5029.53034437953,378276.1904761905,42,6,1
E00009184,4434.349286379755,4374.063952971533,268860.0,10,3,1
E00009185,3577.53086419753,4179.660887074467,386809.64285714284,70,4,1
E00009186,3560.95679012346,3944.122304864493,243064.58333333334,24,5,1
E00009187,1815.64245810056,2483.0065729867583,313894.7368421053,19,2,1
E00009188,4728.68217054264,5432.072208656582,774089.344262295,61,4,1
E00009190,2119.27553208066,2675.8645337638427,176444.5,36,3,1
E00009191,3378.7137697598846,3848.9636464371974,219980.17307692306,208,4,1
E00009192,3004.0260142459,3239.259717405396,240465.45454545456,99,10,1
E00009194,2485.38011695906,3277.94001837117,207153.88073394494,109,7,1
E00009195,3430.94255245958,3962.209126500702,279051.5288461539,104,9,1
E00009196,2697.36842105263,3058.7610724582823,236673.69565217392,23,3,1
E00009197,6857.14285714286,5858.756696658934,403089.03610108304,277,9,1
E00009198,3870.96774193548,4815.7334799493765,407804.8387096774,31,4,1
E00009199,3884.71177944862,5288.916213988567,482255.4716981132,53,3,1
E00009200,3801.9214703425196,4652.628793223607,447676.11805555556,144,4,1
E00009201,2765.03911518748,2990.3089943760374,256092.1052631579,19,3,1
E00009202,3893.20371157388,4766.01482542485,365166.6666666667,12,2,1
E00009203,3090.90909090909,4187.279404084513,343964.547008547,117,2,1
E00009204,5340.90909090909,4914.0176523862965,335191.3605442177,147,10,1
E00009205,3350.24122219244,5277.941432858283,375856.4285714286,7,2,1
E00009206,4310.34482758621,4636.860992082604,320363.1818181818,11,4,1
E00009207,2619.04761904762,3566.407133482319,235018.6985645933,209,4,1
E00009208,2082.98616897184,2902.68278007258,286052.7027027027,37,2,1
E00009209,2647.4725274725297,3622.250982549204,239303.39285714287,28,2,1
E00009210,3157.349515562195,4235.131848711756,276962.11666666664,120,6,1
E00009212,2337.66233766234,2933.6641284121206,217914.431372549,51,2,1
E00009213,3796.2962962963,4094.814376347063,225064.70588235295,51,6,1
E00009214,2152.36107487608,2690.530980226929,217240.0,25,3,1
E00009215,2700.29011381388,3135.8703647980233,200190.9090909091,11,2,1
E00009216,3244.1490149607453,4087.897463257916,337162.37313432834,134,5,1
E00009217,3801.304517133955,4414.423871172739,407789.0,82,3,1
E00009218,658.333333333333,1170.8333333333314,84300.0,3,2,1
E00009219,3475.279106858055,3416.021557020313,218003.0,12,2,1
E00009223,3926.94063926941,4966.240876681633,590161.0666666667,75,3,1
E00009227,4991.68053244592,5531.598240368681,317841.1698113208,53,3,1
E00009228,5014.63057790783,5958.877392366704,460093.8524590164,122,5,1
E00009229,5675.67567567568,6065.120698737201,266825.98136645963,161,3,1
E00009230,4989.98,5756.613814398944,682897.5034013606,147,4,1
E00009231,6079.953240539365,7260.867846659814,602376.7727272727,132,6,1
E00009232,5505.05050505051,6626.8190851651425,686921.0336134454,119,4,1
E00009233,6880.73394495413,7343.0546097112,1073473.165562914,151,5,1
E00009234,4753.719738728925,5471.345568945869,313710.0724637681,138,4,1
E00009235,5071.219414876505,5234.250443825237,296832.0,100,2,1
E00009236,6913.329161451815,7004.928361019048,604749.3333333334,78,2,1
E00009237,6034.62626935242,6747.731440321998,1068679.572413793,145,6,1
E00009238,4204.54545454545,4648.347416828881,293988.3333333333,51,3,1
E00009239,4481.64146868251,5567.237593212499,458679.3129770992,131,2,1
E00009240,5051.02040816327,5983.940577300367,754317.1472868217,129,3,1
E00009241,5352.376511448415,6395.866047576956,640525.925,80,2,1
E00009242,5016.446269952579,5440.647889783445,365099.9285714286,56,2,1
E00009243,6029.978812428621,7280.890378320616,552160.3620689656,58,1,1
E00009244,4714.415447853935,5463.7926225591755,289976.90789473685,304,2,1
E00009245,4760.19400035926,5179.820299037961,233610.261682243,107,1,1
E00009246,6351.35135135135,6733.975088409403,586443.3116883116,77,5,1
E00009247,4711.53846153846,5260.707736727154,308856.80606060603,165,14,1
E00009248,3782.77153558052,5205.870833668858,727489.3333333334,33,2,1
E00009249,5536.9624819624805,6074.118175977471,671108.125,80,7,1
E00009250,4585.48409164407,5523.131844418588,345387.9464285714,112,2,1
E00009251,5595.97608789806,6046.14943943177,274550.7083333333,192,1,1
E00009252,7023.944341956185,8314.0142272771,548449.6736842105,190,4,1
E00009253,5621.13546936481,6807.5867839676885,738707.4810126582,79,3,1
E00009254,4852.48447204969,5929.996053464442,700581.8089887641,89,8,1
E00009255,9311.74089068826,11814.603578940758,584662.5185185185,27,1,1
E00009256,5357.14285714286,6216.600972244229,846268.1573033708,89,3,1
E00009257,7448.56940174982,7191.74853613379,1334971.0144927537,69,4,1
E00009258,5285.71428571429,6071.352932925359,449031.14492753625,69,2,1
E00009259,3181.81818181818,3279.9573074281147,198072.41379310345,29,2,1
E00009260,2859.15492957746,3088.850631271537,235600.0,19,2,1
E00009261,5184.771825396825,6026.564431993443,453342.6875,32,2,1
E00009262,3343.28358208955,4170.539826236377,221859.52173913043,23,3,1
E00009263,5735.3967868706495,6019.202720942799,352775.21794871794,78,2,1
E00009264,3459.652362297065,3711.2091061203523,188430.0,20,2,1
E00009265,4839.6634772413945,5283.170239601844,273248.9259259259,108,4,1
E00009266,4800.0,5231.151392464114,388506.7323943662,71,3,1
E00009267,4712.065115486235,4911.817753361733,188019.36163522012,318,6,1
E00009268,5404.28870292887,6102.699396629839,282025.6379310345,116,1,1
E00009269,5000.0,5516.7412271527755,570494.9789473685,95,4,1
E00009270,5000.0,5594.136500787341,299811.1693989071,183,1,1
E00009271,3325.89285714286,3910.470287878244,194727.0,13,4,1
E00009272,5761.52304609218,5774.579622014625,628414.2016806722,119,7,1
E00009273,3273.0788977401953,4044.216600578484,339618.21153846156,104,4,1
E00009274,4469.13773003581,5165.139300441487,350174.4285714286,70,3,1
E00009275,6136.9,5958.775973906602,505752.13095238095,168,3,1
E00009276,4073.6006885616953,4240.088671223358,265937.76666666666,90,4,1
E00009277,3855.3173056097,4393.16476507057,255580.09638554216,83,2,1
E00009278,5319.14893617021,5494.784486685541,448794.8032786885,61,4,1
E00009279,5405.4054054054,5698.320199398831,305370.5391304348,115,4,1
E00009280,4590.268964540365,5315.313935247896,517076.1,30,3,1
E00009281,3545.74196851035,4172.450612115817,307806.0,50,3,1
E00009282,3803.24543610548,4521.810328607139,456906.1403508772,57,4,1
E00009283,4567.4594460679145,5289.758778921983,560273.7288135593,118,2,1
E00009284,2902.15053763441,3337.2948948890657,146460.48387096773,31,2,1
E00009285,4959.67741935484,5305.903844931066,341691.992481203,133,6,1
E00009286,6421.227037878945,6148.202533335395,613971.2291666666,96,3,1
E00009287,3692.887514495555,4383.517422412074,475303.9166666667,96,6,1
E00009288,4791.66666666667,5056.127318660475,378370.1034482759,29,3,1
E00009289,6104.359161793371,6005.341984520389,629455.625,64,2,1
E00009291,5868.2545368517,6034.510183361182,519027.23125,160,5,1
E00009292,4749.6647295485,5254.850360692594,447056.7786259542,131,3,1
E00009293,4607.59493670886,5009.417598158985,331833.8615384615,65,2,1
E00009294,4117.48558880044,4695.680735668172,244010.81395348837,43,2,1
E00009295,4721.08467072496,5046.653317593805,441761.85333333333,75,2,1
E00009296,3973.68421052632,4489.43723445081,317503.9818181818,55,7,1
E00009297,6751.49134050236,6262.070437276154,602878.3928571428,112,8,1
E00009298,5095.3636796888095,5540.254486674137,286864.9166666667,60,4,1
E00009299,4817.252510760405,5338.694202222147,510481.03225806454,62,2,1
E00009300,4735.254140813415,5548.3170849905655,536669.7368421053,38,2,1
E00009301,4798.61910241657,9777.393792689463,515035.5741935484,155,4,1
E00009302,5147.80345617322,5171.384494764557,423892.8163265306,49,3,1
E00009303,5066.12416908229,5411.405057603756,488323.96226415096,106,2,1
E00009304,6250.0,6006.213643404609,526670.1290322581,93,4,1
E00009305,6224.540782335585,6412.632983364219,809537.2837837838,74,3,1
E00009306,3828.94280907068,4850.352868042391,374781.51923076925,104,2,1
E00009307,4522.076828091371,4973.821548678824,549810.3679245283,106,3,1
E00009308,4990.73215940686,5030.520080583822,181906.93181818182,220,3,1
E00009309,4390.85144927536,4792.074905204324,374421.8488372093,86,3,1
E00009310,4756.09756097561,5297.110421961115,374661.5813953488,129,2,1
E00009311,4867.807847184805,5216.706685251061,407240.07843137253,204,4,1
E00009312,3911.458333333335,3954.574520386517,228568.75,24,6,1
E00009313,4382.35294117647,4551.873473629183,250464.49,100,4,1
E00009314,3619.2836584585903,3847.691903304883,232497.72727272726,22,5,1
E00009315,5272.72727272727,6245.141109723611,428343.5643564357,101,5,1
E00009316,4481.594372114036,5410.5765054155045,411608.3229166667,96,7,1
E00009317,5407.84136998648,5787.088268948632,359828.4731182796,93,2,1
E00009318,4272.9989604989605,5347.475787842282,363772.3035714286,56,4,1
E00009319,4555.55555555556,6039.432974102502,416810.02352941176,85,2,1
E00009320,5611.11111111111,6732.284840704101,713731.6622516556,151,7,1
E00009321,4309.48275862069,4641.671864416936,331429.3103448276,29,3,1
E00009322,4917.76846178652,6059.285542051999,365068.23529411765,85,2,1
E00009324,4711.53846153846,5390.090476938958,330166.4964539007,141,3,1
E00009325,4234.57792207792,4755.285750192865,358967.5462962963,108,3,1
E00009326,6290.32258064516,6757.899139380048,869688.4848484849,33,3,1
E00009327,4189.18918918919,5186.402480424756,390492.97297297296,111,4,1
E00009328,3947.36842105263,4334.72652698679,239374.30188679244,159,3,1
E00009329,4940.71146245059,5988.438073793687,432698.5652173913,69,2,1
E00009330,4691.3552177452,5325.514968276557,429803.52459016396,122,4,1
E00009331,4992.56281407035,5327.343434958029,399793.0208333333,96,5,1
E00009332,4905.84737363726,5501.845096620305,329579.624,125,2,1
E00009333,5030.650248879355,5358.947150616497,300123.6964285714,56,1,1
E00009334,8866.991292140996,8669.856758508004,1519190.857142857,112,5,1
E00009335,5639.72120098039,7064.254976478044,637588.6666666666,66,4,1
E00009336,3968.25396825397,4573.210377660596,267952.2,45,3,1
E00009337,5729.047408631055,6733.35978419152,1046614.8666666667,90,4,1
E00009338,9663.86554621849,9908.470075588675,2210888.933333333,15,2,1
E00009339,5900.02731494127,6508.825269599534,694726.9130434783,69,2,1
E00009340,4600.10454783063,5776.64808510549,536845.7919075144,173,6,1
E00009341,4293.278886062395,5032.228223029823,618104.46875,64,3,1
E00009342,4752.47524752475,5154.935105013184,400450.9900990099,101,5,1
E00009343,3951.61290322581,5306.718160902288,712067.4366197183,71,5,1
E00009344,4645.031366654025,5347.77489046039,504767.2027027027,148,4,1
E00009345,5562.2369212267,6340.555442813867,399389.1886792453,53,4,1
E00009346,9398.21428571429,8178.330209905036,499401.3333333333,75,3,1
E00009348,4594.996383802785,4389.486603804281,260214.85,20,2,1
E00009349,9180.92105263158,9741.706767035228,646824.68,25,1,1
E00009350,4830.52944087086,5967.832441973537,450829.5,66,3,1
E00009351,4002.659574468085,3974.8495239405793,255709.47368421053,38,4,1
E00009352,4479.66919365955,6260.637362364275,504783.3333333333,39,3,1
E00009353,6083.33333333333,6039.8151442744065,878157.4675324676,77,3,1
E00009354,4066.36304489265,4664.3787216939145,282941.11161731207,439,11,1
E00009355,4593.99898287845,5452.100660668359,633082.08,75,4,1
E00009356,5920.114022720455,6335.118393117421,608821.5576923077,52,2,1
E00009357,4285.71428571429,5218.946585027813,519928.25581395347,129,4,1
E00009358,4849.48903236841,5278.095709398192,320190.9662162162,148,3,1
E00009359,6123.76450365277,6123.76450365277,285000.0,1,1,1
E00009360,3052.42203052422,3304.1683313904564,255742.59259259258,81,7,1
E00009361,3511.10444177671,3794.9382452234086,295697.025,40,2,1
E00009362,4010.09601807399,4499.602769210427,351032.70175438595,57,5,1
E00009363,2547.31960055154,3181.3292984096547,249273.80952380953,42,5,1
E00009366,4701.83486238532,4837.755163141157,494015.45454545453,33,4,1
E00009367,2534.30823617241,3500.20343528112,234815.0,12,5,1
E00009368,3815.8945244061997,3954.7486915761574,369725.6551724138,58,9,1
E00009369,3046.15825688073,3776.2890967683866,399526.43396226416,53,7,1
E00009373,3679.04695164681,3755.865588134676,285107.26829268294,41,3,1
E00009374,3864.6066114564346,4579.325076552142,307652.2727272727,44,3,1
E00009375,3831.16883116883,4486.916761974535,412589.2528735632,87,4,1
E00009376,3928.57142857143,4382.134648100379,323320.93023255817,43,4,1
E00009377,3444.44444444444,3549.012842337733,235432.0980392157,51,3,1
E00009378,4211.46953405018,4314.964961125465,329989.79591836734,49,5,1
E00009379,4696.9696969697,4392.756927238535,275201.0224719101,89,2,1
E00009380,3619.38570767094,4510.301275329276,291291.0540540541,37,3,1
E00009381,3958.33333333333,4435.926529264845,293869.3548387097,31,3,1
E00009383,2658.636363636365,2747.5996755677256,183203.57142857142,14,4,1
E00009384,3898.63547758285,4302.112965813561,307222.5483870968,31,4,1
E00009385,803.063998023227,1630.6114324531345,126400.0,5,1,1
E00009386,7419.35483870968,6783.540115798174,277903.8461538461,13,1,1
E00009387,5493.3110367893005,6780.180066197289,524753.4722222222,72,6,1
E00009388,3911.2200435729847,4908.685011474086,350620.6756756757,74,7,1
E00009389,6345.734126984125,7180.80357142856,411625.0,4,2,1
E00009390,6683.848797250859,6513.099070413646,666119.8414634146,164,8,1
E00009391,4822.03852693877,5483.503879219185,423301.7125,240,3,1
E00009392,8268.780091086535,8775.337136135458,1181779.264423077,208,9,1
E00009393,5217.39130434783,6105.204455507186,499024.6806722689,119,4,1
E00009394,5486.68969721601,6305.034617028134,387608.7004405286,227,4,1
E00009395,5707.51081644056,6574.09365191508,569760.5866666667,150,7,1
E00009396,7158.67214830224,7496.610620585593,390211.5,30,4,1
E00009397,5135.233918128655,5756.3395569793975,581110.6287878788,132,5,1
E00009398,9405.545112781954,8522.468597468507,789358.3051948051,154,5,1
E00009399,6161.338661338659,6921.7196730952555,557483.1041666666,96,4,1
E00009400,5516.224895748455,5918.628603388229,655117.8235294118,68,4,1
E00009402,4200.995556937285,5236.109163941301,452160.85454545455,110,5,1
E00009404,4780.8764940239,5556.997529167058,520068.2876712329,73,4,1
E00009405,3472.22222222222,3465.9870132491606,238670.58823529413,17,4,1
E00009406,6011.68939604787,6186.993208265515,546300.7766990291,103,3,1
E00009407,4571.42857142857,6294.230332129898,764484.3711340206,97,4,1
E00009408,6018.29268292683,6487.822832369854,409244.9905660377,106,4,1
E00009409,10031.25,9990.549048444575,565083.3333333334,12,2,1
E00009410,3380.156472261735,3377.5034611771666,178750.0,12,2,1
E00009411,3703.7037037037,3361.5562789644764,235000.0,5,2,1
E00009412,5159.52597994531,6094.281132931961,325802.4618834081,223,4,1
E00009413,5158.17469204927,5898.400043599729,515741.26829268294,82,5,1
E00009414,3091.74575783722,3590.2003010211592,240714.2857142857,21,4,1
E00009415,4800.170789057474,5459.80630256124,522496.5238095238,168,6,1
E00009416,5906.92983719925,6343.479940574885,568382.2451612903,155,4,1
E00009417,2381.319244018245,3478.895714951023,198500.0,10,2,1
E00009418,3001.08043217287,3085.8195942300804,254760.0,19,5,1
E00009419,7186.23481781377,6801.441648392976,719603.7142857143,203,8,1
E00009420,5286.8398637138,6286.87048569566,577091.9649122807,114,7,1
E00009421,4980.758221487185,6014.084181073402,681081.0679012346,162,4,1
E00009422,5981.94130925508,6015.945811768609,540005.8410596027,151,7,1
E00009423,3774.67654258194,4017.8793668644985,287953.48214285716,56,4,1
E00009424,4985.33724340176,5607.3703110712695,367079.3103448276,87,4,1
E00009425,4323.5294117647045,4624.149628948953,301901.4583333333,120,5,1
E00009426,5979.434850863425,5958.813662394175,486770.98780487804,82,8,1
E00009427,6145.83333333333,6013.537362497658,455924.5283018868,53,4,1
E00009428,5181.34715025907,5307.069005745384,315431.4492753623,69,2,1
E00009429,6846.710985134865,6631.188552710972,704244.2446808511,94,4,1
E00009430,5263.15789473684,5882.05109760405,672597.2408759124,137,4,1
E00009431,5144.426906265175,5616.084235721929,492571.5131578947,152,6,1
E00009432,5236.67029379761,5917.65484888202,465330.26347305387,167,6,1
E00009433,5581.19658119658,5685.621603751273,385432.6530612245,49,8,1
E00009434,5083.798882681565,5939.300345263092,545873.8421052631,38,4,1
E00009435,5467.35034286773,6286.035626755925,702421.2048192772,83,4,1
E00009436,2874.3470149253753,3233.6848653537168,211519.23076923078,26,3,1
E00009437,5041.15402141718,6154.43843789426,700327.9146341464,82,5,1
E00009439,4670.566385372826,5602.817463253892,533128.2037037037,162,3,1
E00009440,8244.68085106383,7943.5156644392355,591721.6666666666,15,2,1
E00009441,5249.8899438987355,6010.858617903077,535982.0714285715,70,2,1
E00009442,4987.53117206983,4819.337482650248,314222.4137931034,29,4,1
E00009443,4759.887998500395,5268.777901145965,452545.08928571426,112,6,1
E00009444,3908.18858560794,4692.146698124986,422375.2,25,3,1
E00009445,4380.47807017544,5193.643874470816,509164.8088235294,68,3,1
E00009446,4378.88198757764,4754.647035642988,256639.73469387754,49,3,1
E00009447,5366.26916524702,5486.3570300091105,381875.63063063065,111,4,1
E00009448,6482.624879561605,6364.778843191912,501623.98360655736,122,4,1
E00009449,6024.09638554217,6397.695713941857,472809.18260869564,115,2,1
E00009450,5691.05691056911,6245.0297888269715,537211.4417177914,163,3,1
E00009451,4988.84439359268,5534.077459624759,466064.0862068966,232,4,1
E00009452,3566.89142968826,4702.997354245978,448181.7649769585,217,3,1
E00009453,4777.099556565,5330.095816519484,394847.2756410256,156,4,1
E00009454,5214.912280701755,5542.1029513027015,324953.4322033898,118,5,1
E00009455,5510.44083526682,5946.289770316353,677249.8467153285,137,4,1
E00009456,3776.28798314838,4876.9274776614,467252.9365079365,126,4,1
E00009457,6564.88549618321,6657.86067478605,706324.7826086957,115,4,1
E00009458,4108.1041112097,4623.037341993092,337771.0227272727,44,3,1
E00009459,5495.81130057632,5947.908142180383,469194.8596491228,57,4,1
E00009460,5148.80952380952,5883.235323285526,1052629.7101449275,69,4,1
E00009462,4597.82608695652,4981.76045236343,339284.4827586207,29,4,1
E00009463,4745.76271186441,5510.939438873095,506857.25988700567,177,6,1
E00009464,5286.536536536535,5723.224426923801,619037.5,40,5,1
E00009465,5022.841051314144,5680.722555900647,448339.28571428574,42,3,1
E00009466,5418.71921182266,5856.330544941489,290083.6,25,7,1
E00009467,11626.0162601626,10916.446811038073,1055689.7370689656,232,7,1
E00009468,8184.476605868355,7170.641018717927,535902.7721518987,158,7,1
E00009469,3342.49084249084,3255.9674520733984,165795.57142857142,35,1,1
E00009470,7185.667111725715,7035.161826615495,943220.4545454546,88,4,1
E00009471,5736.30156153803,6086.460413474034,511690.84523809527,84,3,1
E00009472,6099.0990990991,6668.30805597487,689185.6021505377,93,4,1
E00009473,5741.87312768197,6281.076471631287,833770.8333333334,24,1,1
E00009474,5322.892838289636,6154.588552914913,515900.69444444444,72,3,1
E00009475,5098.091198303286,5735.666474834297,453797.39743589744,78,3,1
E00009476,5244.5652173913,5413.450821971928,279464.06666666665,135,1,1
E00009477,4051.26694166176,5102.673633056343,759904.3859649122,57,4,1
E00009478,5182.989385138915,6091.1190202305625,715251.3676470588,68,2,1
E00009479,5502.69402728419,6272.062409535218,656669.7802197802,91,2,1
E00009480,4214.09470546478,5527.822375289168,673039.3425925926,108,4,1
E00009481,5473.68421052632,6256.463373080147,880031.0,91,6,1
E00009482,4899.41267018982,6329.800335903161,362859.23913043475,92,2,1
E00009483,5324.54361054767,5907.218896509988,504395.43434343435,99,2,1
E00009484,6112.676991835086,7039.807465063216,693945.9390243902,82,2,1
E00009485,7422.73606550002,8143.374935586608,1481135.3658536586,41,2,1
E00009486,7297.23917797788,7381.041437985221,443743.02857142856,140,5,1
E00009487,10162.6016260163,8443.301790206006,828725.864,125,8,1
E00009488,5606.0457048852,5876.714106192006,283522.14285714284,42,1,1
E00009490,4772.72727272727,5615.096746701434,450702.4691358025,81,4,1
E00009491,3453.23741007194,3639.307107500085,226488.9411764706,17,7,1
E00009492,4340.26885863516,4519.6218972692695,237932.14285714287,28,2,1
E00009493,4016.47785787848,4329.038860788767,265209.70967741933,31,3,1
E00009495,3921.05263157895,4469.775515382388,206921.42857142858,21,3,1
E00009496,4090.90909090909,3913.0821581923087,244896.66666666666,15,5,1
E00009497,4084.34225515837,4213.599104918646,282003.7037037037,54,5,1
E00009499,5603.07955517536,6013.27181443935,274451.6129032258,31,8,1
E00009500,6027.203927183475,6232.368679858326,484715.7291666667,144,5,1
E00009501,3100.21660729208,3704.343064134789,251532.14285714287,28,5,1
E00009502,6144.89003880983,6678.860050043572,713231.8402366864,169,6,1
E00009503,4220.04521477016,5279.465012582363,389033.43979057594,191,4,1
E00009504,6097.56097560976,6509.229979985367,492030.8622754491,167,4,1
E00009505,4328.29726418947,5129.971782622913,302838.5164319249,213,5,1
E00009506,5335.23030410813,6125.889288840939,594698.7900552487,181,9,1
E00009507,5194.09848484848,6261.383425357453,613476.7464114833,209,3,1
E00009508,4721.972617071815,5787.760998979355,425051.2886597938,194,6,1
E00009509,5101.45999288108,6210.479830051292,659926.2239583334,192,6,1
E00009510,6085.52631578947,6670.827908623904,715733.4213836478,159,3,1
E00009511,5442.75929549902,6519.1052391884205,847405.1294117647,170,6,1
E00009512,4459.45945945946,5535.676442690882,402541.69273743016,179,8,1
E00009513,6030.240093915265,7075.435636433597,860140.5392156863,102,5,1
E00009514,5920.426026692865,6782.86476034143,758640.0581395349,86,5,1
E00009515,5696.58205076954,6148.535422705243,527390.432,125,2,1
E00009516,6313.059877416315,6806.918680488919,755098.9552238806,134,4,1
E00009518,5054.05405405405,5240.853841256013,339045.14285714284,105,10,1
E00009520,5595.93203522262,5685.546647090635,464810.54248366016,153,10,1
E00009521,6517.85714285714,6385.60174816384,619786.8333333334,216,8,1
E00009522,5389.455719100009,5958.135569640909,494898.3953488372,172,3,1
E00009523,5206.26196172249,6013.771703475411,578784.093220339,118,5,1
E00009524,5433.01097468217,6154.594566259562,563698.0717948718,195,11,1
E00009525,5326.72904054302,5794.947608601476,486288.79545454547,176,3,1
